date,BTC,ETH,SOL
2025-10-05,122380.93708463266,4487.706651673285,227.93905953905113
2025-10-06,123506.18520027678,4515.321391965295,228.5443211026712
2025-10-07,124773.50823074432,4689.131734746596,232.5968012360869
2025-10-08,121518.75593575071,4454.32846286666,220.92325353514107
2025-10-09,123352.50487523204,4527.578004547945,229.06280907281337
2025-10-10,121698.03066778315,4368.649439385323,220.8065008190006
2025-10-11,113201.74064138904,3835.632842050135,189.8912952568837
2025-10-12,110853.11663883903,3749.218185954949,178.3062307703534
2025-10-13,115189.5714637257,4159.729307791921,197.03997380287893
2025-10-14,115222.28302116522,4246.217461554773,207.92928081408232
2025-10-15,113156.56943826913,4128.888447033946,202.77828792883702
2025-10-16,110708.66960879423,3983.1544356894233,193.96279214560616
2025-10-17,108076.72862033188,3890.1993012479857,184.57406686923576
2025-10-18,106443.61194984635,3831.244175835675,182.07052141400303
2025-10-19,107156.00337647724,3889.4990302043157,187.55870371602296
2025-10-20,108621.134857428,3985.0765644046796,187.62095813065147
2025-10-21,110608.5714932665,3978.7901551344357,189.83490809801577
2025-10-22,108486.10262716639,3877.4871979550117,185.78992071057104
2025-10-23,107618.4266715404,3801.7907952382916,180.02645418265774
2025-10-24,110048.51827291629,3855.8421162401205,191.42417371185576
2025-10-25,110997.80437129698,3933.232269901015,193.47566388653937
2025-10-26,111620.3093731354,3952.213557935584,194.011016152678
2025-10-27,114476.01227508577,4161.590896249249,200.07095684438153
2025-10-28,114182.79442806762,4123.206220671679,198.81130112961708
2025-10-29,112950.34863259472,3982.3127893175442,194.40531681984675
2025-10-30,110046.66925837283,3897.359267616961,194.22060377742542
2025-10-31,108240.76528725718,3802.2953645331804,184.28637111326051
2025-11-01,109573.90555629115,3847.298177365196,187.2627467672827
2025-11-02,110014.13556776087,3872.2118961957594,186.3556506725306
2025-11-03,110650.2092823146,3910.0947691627284,187.19632465985816
2025-11-04,106521.08673825761,3600.71550248779,165.92718959407298
2025-11-05,101635.2740227234,3296.7437604313104,155.5134380549323
2025-11-06,103877.95965955159,3427.6905913706814,162.64616988523213
2025-11-07,101322.6402945857,3308.918164921951,154.84889388443324
2025-11-08,103396.084215925,3434.3512285299594,161.87760775808556
2025-11-09,102290.13714655167,3401.4594003397083,158.15618865832252
2025-11-10,104709.67861656273,3576.2547046627064,164.26842094537048
2025-11-11,105909.07272321742,3564.6105957999334,167.54840917926455
2025-11-12,102960.77564500563,3416.781328259322,154.34628754698477
2025-11-13,101521.70859453593,3409.6144555411624,153.19515043362588
2025-11-14,99730.4533956204,3235.7276362968546,145.15580784802805
2025-11-15,94456.39368235337,3106.601287865052,139.00276447047776
2025-11-16,95508.31019889197,3170.1129807404664,139.59145707175173
2025-11-17,94411.32947182967,3101.686799467,137.4975729739525
2025-11-18,92036.7255045672,3021.3021576301335,130.68858764032888
2025-11-19,92819.75921500899,3117.2225871583155,140.60155456478054
2025-11-20,91363.27838693369,3017.7483614097955,136.43470513687834
2025-11-21,86649.97257918229,2832.068358334293,133.60337500165332
2025-11-22,85051.8019295002,2764.735218675169,128.48401421465474
2025-11-23,84682.62429147748,2768.6178294996353,127.62806806856854
2025-11-24,86783.84766839583,2799.8149340924633,130.84897517738048
2025-11-25,88229.35740719768,2953.327645752226,138.3677130507636
2025-11-26,87310.33159950442,2955.046469321271,139.0062092062614
2025-11-27,90474.22677969698,3027.477249132549,142.92252259467037
2025-11-28,91279.06057176423,3015.6118196920934,140.8298940142595
2025-11-29,90950.37695910994,3033.135645414151,137.46833804153275
2025-11-30,90841.45258193677,2991.2330117032593,136.08875145366935
2025-12-01,90406.28448571145,2992.8341859495977,134.57716421907872
2025-12-02,86281.49519776918,2799.0367919901605,126.74719818442522
2025-12-03,91344.73275150165,2995.751149322771,138.68381774415911
2025-12-04,93619.43750817103,3195.4089919085554,145.03241215787318
2025-12-05,92140.70419795791,3133.698235618616,139.0035856702843
2025-12-06,89307.09154512963,3022.6564205232035,133.19940782316152
2025-12-07,89244.7620814118,3039.358573133242,132.21332316930986
2025-12-08,90162.90714007126,3052.976330436545,131.63667798299971
2025-12-09,90618.0535204608,3125.321462183988,133.2876975493966
2025-12-10,92723.21372069631,3322.469217836626,138.01268988378362
2025-12-11,92005.13714957413,3326.260211637518,136.51252974936924
2025-12-12,92494.17691640415,3236.0986208578574,136.44042727909604
2025-12-13,90307.26028567803,3085.316694358101,132.4674041542392
2025-12-14,90257.4292885891,3115.225428835284,133.22106900469535
2025-12-15,88230.77409367911,3065.4912355563642,129.57660231376835
2025-12-16,86413.9190195637,2964.488557692104,127.70162570713056
2025-12-17,87821.88919109134,2964.2627915054686,128.8095625908113
2025-12-18,86064.94716216,2827.8041755024283,123.08121963590442
2025-12-19,85450.3312009302,2826.5948465107654,119.47102833526988
2025-12-20,88103.86075721023,2976.796869557769,126.1879023223493
2025-12-21,88347.94310567998,2977.162263207443,125.78919713672443
2025-12-22,88577.42038358838,3001.6008377810244,126.01866473018241
2025-12-23,88491.12020788102,3005.786780691547,125.76066206540068
2025-12-24,87406.43636737975,2965.193660040505,123.9193038826096
2025-12-25,87642.60888119951,2945.9878145019857,122.56774375278773
2025-12-26,87229.78066010943,2904.252344599994,120.09013792486492
2025-12-27,87305.95655961394,2926.695639112761,122.18760348085107
2025-12-28,87807.003210775,2948.8621262576116,124.63847125670826
2025-12-29,87822.90829076794,2947.8597605720547,125.19116108131975
2025-12-30,87156.56266080117,2934.215601758931,123.09934938681572
2025-12-31,88414.62856073362,2970.055474481003,124.85607450703749
2026-01-01,87520.18048742875,2966.7741798134107,124.5164171836461
2026-01-02,88727.67004249741,3000.4191168879165,126.73481257128296
2026-01-03,89926.27924953419,3121.9006724537576,132.0483994914527
2026-01-04,90593.85443180417,3126.041091396286,133.28816839764232
2026-01-05,91373.21588108438,3139.057041912684,133.86037430010327
2026-01-06,93926.7956485658,3228.2962247842056,138.14624626670062
2026-01-07,93666.86387314305,3295.101927879638,141.10228180261717
2026-01-08,91257.15544035907,3164.794750249208,136.27267880262593
2026-01-09,90983.51578142625,3104.220322474917,138.2946068711558
2026-01-10,90504.89560340019,3083.1361173724354,135.84243943306166
2026-01-11,90442.01907847001,3082.9653288303607,135.80170404935623
2026-01-12,90819.36598904192,3119.3619360372772,139.4276268849873
2026-01-13,91134.96917951507,3090.2827206647894,139.1103423634471
2026-01-14,95260.4422971001,3319.9354070565078,145.09717589746134
2026-01-15,97007.78078881276,3356.4964063628336,146.70846905618052
2026-01-16,95584.82797878512,3318.2037023491666,142.27295549504774
2026-01-17,95516.07771987123,3296.062650076136,144.82360113807155
2026-01-18,95099.53192554631,3306.8712226908783,143.70920085761944
2026-01-19,93752.70577188236,3284.3194316465483,138.5946736566872
2026-01-20,92558.46334372147,3185.6644636922747,133.43360509528503
2026-01-21,88312.84053255555,2935.6234193160412,125.81062416788743
2026-01-22,89354.34377512129,2976.0491465641335,129.33791858850012
2026-01-23,89443.39744146909,2948.277889615024,128.22398381822603
2026-01-24,89412.39849953113,2950.9128485703054,127.24900586659474
2026-01-25,89170.87364531498,2949.197384616335,127.04951352257324
2026-01-26,86548.32213469829,2814.1853835458546,118.89050038610903
2026-01-27,88307.8612070438,2927.836546921288,124.20384054241987
2026-01-28,89204.22239644526,3021.091516998928,127.1523419223292
2026-01-29,89162.09701574955,3006.8071129555346,125.04471508843886
2026-01-30,84570.40906135936,2818.817890220326,117.61753429620335
2026-01-31,84141.77856967277,2702.40799526457,117.30168147280109
2026-02-01,78725.85853884545,2443.9290245632774,105.3546472133961
2026-02-02,76937.06406636834,2269.3288518651166,100.89974142414994
2026-02-03,78767.65815345927,2344.512261445349,104.51783551612739
2026-02-04,75638.95670207398,2226.985635575225,97.61983239747126
2026-02-05,73172.29203248928,2152.0870116729375,92.2922393896508
2026-02-06,62853.69038445987,1820.5693215574129,78.50039816888382
2026-02-07,70523.95417035831,2060.7349645674162,87.57576306445752
2026-02-08,69296.80677355142,2091.040353689534,87.6724462446035
2026-02-09,70542.37329463876,2095.1305644770564,87.04941449412165
2026-02-10,70096.40692272567,2104.4577921908335,86.83640091013909
2026-02-11,68779.90981269129,2018.9237788543585,82.859350330399
2026-02-12,66937.58141157958,1939.4321739711042,79.26902777120368
2026-02-13,66184.57765470445,1945.7351413092624,78.24213346951659
2026-02-14,68838.87490510389,2047.3626742531244,84.25776148298227
2026-02-15,69765.59638824302,2085.5236826118394,88.16260342417432
2026-02-16,68716.58337486399,1963.9572853026268,85.9432570451624
2026-02-17,68907.78353606178,2000.6104432030938,86.47724615896905
2026-02-18,67399.56028523887,1984.9019810009331,82.71544531416922
